,,□,求人情報誌製作会社（編集者）,求職者数の動き,・来春大学卒の採用で辞退者が増加し、９月に再度採用活動を復活した企業が目立つ。一方で、今月で上半期が終了し、採用抑制と予算の縮小に踏み切った企業も多い。,
,,□,新聞社［求人広告］（営業担当）,採用者数の動き,・パートやアルバイト等の短時間労働者の求人広告が増えてきているが、それに反比例して応募状況が悪くなっており、良い人材が集まらなくなった。,
,,□,職業安定所（職員）,求人数の動き,・求人、求職ともに大きな変化はない。減少が続いていた新規求職者数が、やや下げ止まる傾向にある。,
,,□,学校［大学］（就職担当）,求人数の動き,・学生たちは夏季休暇中で動向が把握しにくいが、企業からの追加求人は増加傾向にある。今まで求人のなかった企業からも増えている。,
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　８．中国（地域別調査機関：（社）中国地方総合研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(中国)",,◎,一般レストラン（店長）,来客数の動き,・客単価の高いディナータイムの来客数が３か月前より５％増加している上、メニュー内で高単価商品である和牛ステーキが非常に好調である。,
,,○,スーパー（総務担当）,販売量の動き,・売上の伸びと客数・販売点数の伸びが同じ率で推移しており比較的安定している。,
,,○,スーパー（店舗運営担当）,来客数の動き,・近隣に競合店が２店舗開店したにもかかわらず、来客数は前年比６％増加、売上は2.4％伸びた。しかし顧客１人当たり買上点数は依然として若干低い状態で推移している。,
,,○,コンビニ（エリア担当）,単価の動き,・客単価が現在104.5％と伸長しており、好調に推移している。台風特需もあったが、客数も101％と前年クリアしており、やや良くなっていると判断している。,
,,○,コンビニ（エリア担当）,販売量の動き,・今月は第１、２週と、台風被害需要、出雲でのイベントなどの特需的な受注がかなりあった上、月末になっても堅調に推移し、単価は低いものの安定してきており、売上は好調である。,
,,○,乗用車販売店（統括）,販売量の動き,・９月の決算月は別としても、通常販売量や来店客数が少ない夏の時期に春と同程度の結果が出ており、景気は上向いていると考えられる。前年と比較しても数字は良くなっている。また、新車購入時のオプション部品の取り付けも増加している。,
,,○,乗用車販売店（サービス担当）,販売量の動き,・新車の販売台数は前年を上回っている。サービスの売上も前年の100％となっている。,
,,○,自動車備品販売店（経営者）,単価の動き,・前月に引き続き高額品の動きが良く、数量単価ともに前期実績を上回っている。,
,,○,その他飲食［ハンバーガー］（経営者）,単価の動き,・新商品の影響、買物点数のアップにより客単価が10％以上も上昇し、売上に結び付いている。,
,,○,通信会社（総務担当）,それ以外,・大型台風の来襲に伴い、建設業等の受注は増加が見受けられるが、通信業では故障、修理等が多く、販売の稼動は落ち込んでいる。,
,,○,住宅販売会社（経理担当）,販売量の動き,・新規発売物件のモデルルームへの来場者数は大幅に増加しており、月末１週間前にもかかわらず今月の契約目標を既に達成している。,
,,□,商店街（代表者）,お客様の様子,"・前月に引き続き、需要と供給のバランスがより供給過多で乖離してきており、価格が低下する一方である。
・大型店出店ラッシュが続いているが、これらの店もここにきて売上目標値を下回る事態になってきている。このままの状態が続くようであれば、大型店の店舗閉鎖が予測される。",
