,,▲,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・ギフトを含め単品が最も動かなくてはいけない時期であるが、今年は天候や災害の影響で、販売、受注関係がかつてない不測の事態である。,
,,▲,精密機械器具製造業（経営者）,受注量や販売量の動き,・ＩＣ関連のメーカーからの仕事が劇的に減っており、我々中小企業にも先月くらいから少しずつ影響が出てきている。,・ＩＣ関連のメーカーからの仕事が劇的に減っており、我々中小企業にも前月くらいから少しずつ影響が出てきている。
,,▲,経営コンサルタント,取引先の様子,・卸の再編は以前からあったが、現在は酒類小売、量販店の再編が加速している。,
,,×,繊維工業（営業担当）,受注量や販売量の動き,・春物が店に出回ろうとしているこの時期に、受注量がとにかく少なすぎるほか、追加生産も全くない。新聞等で景気が少し回復しているようなことが書いてあるが、それは中国等の海外の生産によるもので、国内は全くない。,
,,×,電気機械器具製造業（経営者）,取引先の様子,・半導体関連の大手企業は全国的に動きが非常に鈍く、数量的にも大きく減少しており、動きは全く不透明である。,
"雇用
関連

(九州)",,◎,－,－,－,
,,○,人材派遣会社（社員）,求人数の動き,・オーダーベースで前年比40％増となっている。契約更新、年度末需要を含んだものであり、単発でも同10％増である。,
,,○,職業安定所（職員）,求人数の動き,・新規求人数、就職者数が増加している。ただ懸念されるのは、事業所の採算面が依然厳しいということである。,
,,○,民間職業紹介機関（支店長）,求職者数の動き,・求職者が｢正社員｣へ応募している影響から、人材派遣会社への登録者数が前年比５％減である。有効求人倍率の上昇は、派遣会社には登録者減となって現れている。,
,,□,求人情報誌製作会社（編集者）,採用者数の動き,・年度末を迎え、人の採用が難しくなってきている。特にフリーター層の採用が一段と厳しい。昨年の大型商業施設のオープンに引き続き、コールセンターの増設などに伴う求人の活発化が影響している。また時給単価も少し上がっている。,・年度末を迎え、人の採用が難しくなってきている。特にフリーター層の採用が一段と厳しい。前年の大型商業施設のオープンに引き続き、コールセンターの増設などに伴う求人の活発化が影響している。また時給単価も少し上がっている。
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・自動車関連以外は動きが期待できない。,
,,□,職業安定所（職員）,雇用形態の様子,・正社員に対する雇用需要が依然として少ない。,
,,□,職業安定所（職員）,採用者数の動き,・景気が良くなってきて就職者数は増えているが、それに合わせて求人も業務請負業を中心に増えている。求人の充足率が以前に比べ上がってきているほか、業務請負業以外の他産業の採用意欲も高まっている。,
,,▲,－,－,－,
,,×,－,－,－,
,,,,,,
　１１．沖縄（地域別調査機関：（財）南西地域産業活性化センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(沖縄)",,◎,＊,＊,＊,
,,○,スーパー（企画担当）,来客数の動き,・客数が前年比101.7％と前年をクリアした。単価の低下を売上点数でカバーすることができ、売上も全体的に比較的に好調に推移している。,
,,○,コンビニ（経営者）,来客数の動き,・期間限定であるが、特別スタンプラリー実施の影響か、来客数が２、３ポイント程は上昇している。,・期間限定であるが、特別スタンプラリー実施の影響か、来客数が２、３ポイントほどは上昇している。
