,,○,求人情報誌製作会社（営業担当）,求人数の動き,・大学、高校とも新卒求人企業が増加し、求人数も大幅に増加している。,
,,□,新聞社［求人広告］（営業担当）,求人数の動き,・人材派遣の求人広告は増えているものの、人の集まりが悪い。さらに、広告が料金の安い情報誌に集中している。,
,,□,新聞社［求人広告］（担当者）,求人数の動き,・１月は12月末で退職する人が多かったためか、求人する会社が多く、新聞媒体の利用は前年より増加した。,
,,□,職業安定所（職員）,周辺企業の様子,・個別企業の業績等を数社に聞いたところ、業種によるばらつきが予想以上にあることが分かった。全体的に石油、鉄鋼等の資源の高騰を不安視していることから、製造業だけではなく全業種に不安が広がっている。,
,,□,学校［大学］（就職担当）,周辺企業の様子,・就職活動も最終局面となり未内定学生も少し動き出した。全体的には今年度の最終調整に入ったが、追加採用数が少なく倍率は高い。その一方でアウトソーシング業界では、製造業の好調から理系学生の追加採用も行っているが、該当する学生がいないのが現状である。,
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・求人の申込も一時期のように明らかに増加を実感できるレベルではなく、何とか前年をクリアするレベルに落ちてきている。,
,,▲,職業安定所（職員）,求人数の動き,・新規求人数は、相変わらず高い水準で増加し続けており、今月も前年比で約20％と高い伸び率を示している。しかし、３か月前の伸び率の約33％と比較すると鈍化傾向にある。,
,,▲,職業安定所（職員）,求人数の動き,・新規求人において、製造業、運輸・通信業、卸売・小売業、飲食店、サービス業といったほとんどの産業で求人数が減少している。特に製造業では、先行き不透明感からかパート求人はほぼ横ばいで推移しているが、常用求人の減少傾向がみられる。,
,,×,－,－,－,
,,,,,,
　８．中国（地域別調査機関：（社）中国地方総合研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(中国)",,◎,一般レストラン（店長）,単価の動き,・牛肉の個体識別情報管理の実施により和牛への安心感が高まり、消費量が非常に増えてきている。客も高額商品を注文するようになった。,
,,◎,競艇場（職員）,販売量の動き,・正月レース、25日から31日に開催した全国発売のレースを取り扱ったため販売量が増加した。,
,,○,商店街（代表者）,お客様の様子,・一時のどん底から、１月のバーゲンで若干明るい兆しが見えている。バーゲンではあるが、客も積極的に購入する今までにない動きがあった。,
,,○,百貨店（販売促進担当）,来客数の動き,・来客数、売上も順調であり、クリアランスも順調に売上を伸ばしている。来客も物産展やいろんな催しをやったおかげで今のところ２けたプラスできている。,
,,○,百貨店（売場担当）,お客様の様子,・客数、客単価とも若干だが上昇している。,
,,○,百貨店（販売担当）,お客様の様子,・１月のクリアランスセールに入って来客数は大幅に増加し、売上は前月を10％上回っている。,
,,○,スーパー（店長）,単価の動き,・昨年終わりから客数、客単価とも前年を１～２％上回ってきている。,・前年終わりから客数、客単価とも前年を１～２％上回ってきている。
