,,▲,新聞社［求人広告］（担当者）,周辺企業の様子,・例年この時期は新聞広告の好材料が少ないが、今年は特に厳しい夏となっている。新たな企画は成功したものの、全体を押し上げるまでには至っていない。,
,,▲,新聞社［求人広告］（担当者）,それ以外,・地元企業からの新聞広告出稿の動きが悪い。,
,,▲,職業安定所（職員）,求人数の動き,・一般求人は、派遣や請負求人に対する取扱の適正化に伴って減少が続いている。製造業の求人にも減少がみられる一方、新規高卒求人や短大、大卒の求人は増えており、中途採用から学卒者へ求人がシフトしている。,
,,▲,職業安定所（職員）,求人数の動き,・有効求人数が若干減少しているほか、企業による新規求人意欲も横ばいとなっている。,
,,▲,民間職業紹介機関（職員）,求人数の動き,・いわゆる一般土工が中心の日雇求人数は、前年比10～20％減の状態に戻っている。その一方で、職人層は逆に人手不足の状況となっている。,
,,×,新聞社［求人広告］（担当者）,周辺企業の様子,・取引先がインターネット広告やフリーペーパーにシフトし、新聞離れがますます進んでいることから、売上が極端に減っている。,
,,,,,,
　８．中国（地域別調査機関：（社）中国地方総合研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(中国)",,◎,その他小売（営業担当）,来客数の動き,・例年の旧盆に比べ、はるかに来客数が増加している。,
,,○,商店街（代表者）,お客様の様子,・７月は選挙もあり売上等が悪かったが、８月に入りやっとまあまあという感じになった。,
,,○,スーパー（店長）,販売量の動き,・客単価は以前と比べて若干上昇している。買上点数もそれと並行して増加してきている。,
,,○,スーパー（店長）,来客数の動き,・来客数・販売件数いずれも、ここ半年間、前年比で101～102％と若干ながらずっと伸びている。ただし、客単価は前年比98～99％と前年を下回っており、トータルでは、売上は前年を若干上回っている状況である。,
,,○,コンビニ（エリア担当）,販売量の動き,・順調に推移している。６月まではかなり苦戦したが、それ以降良い流れできている。売上は下旬に少し落ちたが、前年並みをキープできている。原因は定番商品がよく売れているためである。,
,,○,コンビニ（エリア担当）,販売量の動き,・気温の上昇で、飲料・アイスが大幅に伸びた。しかし、飲料はペットボトルではなく、低価格の紙パックの商品が伸びた。,
,,○,コンビニ（エリア担当）,来客数の動き,・季節的な変動はあるものの、売上等、前年比で増加傾向にある。,
,,○,その他専門店［スポーツ］（経営企画）,単価の動き,・既存店の一品平均単価が前年比で100.11％、来客数が前年比で99.93％と、客単価が前年比ほぼ100％となっている。,
,,○,観光型ホテル（スタッフ）,販売量の動き,・夏休みシーズンのため、特別ファミリープランの販売が好調で、単価は低いが販売量が増えた。,
,,○,ゴルフ場（営業担当）,来客数の動き,・客の動きは良くなってきている。ただし安い所から予約が入るため、客単価のアップにはなかなかつながらない。,
,,○,設計事務所（経営者）,お客様の様子,・客からの建築に関する相談の依頼が増加した。,
,,□,商店街（代表者）,販売量の動き,・業種にもよると思うが、当店はゴルフ中心のスポーツショップであるが、あらゆる面でジリ貧状態である。,
,,□,商店街（代表者）,来客数の動き,・あまりにも暑すぎて、客は出控えているようだ。,
,,□,一般小売店［茶］（経営者）,それ以外,・取引先の業者などからも業績が悪いので、リストラするという情報が入ってくる。そのしわ寄せで、月末の在庫取りの手伝いなど、今まで以上に細かいサービスを要求されるようになった。弊社自体の売上も引き続き、前年比で減少している。,
